18,Awesome new app\, so far so good.,US,2014-07-15 04:36:00,5,Gottaloveit420!,Great... Love it,427932542,
19,Love recording sound bites of where I am and what I'm doing .,US,2014-07-14 21:52:00,5,M19876,Fun!,427932542,
25702,What more can I say!?,US,2013-01-13 02:43:00,5,mark.peterson1234,Love b&h,390928219,
25703,Easy to navigate\, intuitive and excellent filtering facilitates getting to the gear you want (need!). Well done!,US,2013-01-13 00:45:00,5,Zylpha,Excellent app!,390928219,
25704,I honestly seldom visit BandH's WWW site anymore. The convenience and ease of use of the mobile site means I use it whether I am looking for equipment\, accessories or information or just checking on an order status.,US,2013-01-12 22:25:00,5,Deneh,BandH app works great,390928219,
25705,Exactly what I need to search/research equipment or place an order quickly when I am on my phone and out of the office.,US,2013-01-12 21:51:00,5,BeachVideo1,Perfect,390928219,
25706,Great site to buy from & great app for mobile use!,US,2013-01-12 19:58:00,5,Aaron Shadow,Great App,390928219,
25707,Makes shopping for eqpt. much easier.. Everything you need at your fingertips as soon as you think about it.. Discovering new ideas is just as easy with a great hand held searching interface. Thanks B&H!,US,2013-01-12 19:34:00,5,TX Photo & Video,Makes life easier,390928219,
25708,Great place to shop and compare prices with similar outletsKnowing if you need would be able to talk to a knowledgeable person available if necessary. Hoot,US,2013-01-12 12:27:00,5,Hoot G.,Big boys toy store,390928219,
25709,Love it!!!! So easy to use!!!,US,2013-01-11 22:52:00,5,Assalynd,Camera,390928219,
25710,Works flawlessly. Very useful in every way and much faster than browsing the desktop version on mobile. Recommended.,US,2013-01-11 12:40:00,5,D-M-R,They got it right,390928219,
25711,Es lo mejor que e tenido la oportunida de usar \, es muy completo,US,2013-01-11 09:07:00,5,Edgard ORtiz,Resena,390928219,
25712,Easy to use\, no bugs.,US,2013-01-11 08:11:00,4,MoabPhotographer,Nice app,390928219,
25713,Not bad at all...!,US,2013-01-11 04:34:00,5,Airjo2x,Semi-pro Photographer,390928219,
25714,Almost better than the website.,US,2013-01-11 04:11:00,5,Metric_Mile,!!!!!,390928219,
25715,Love the store love the app,US,2013-01-11 03:16:00,5,Mstearns01,Great app,390928219,
25716,So I could not complete my purchase,US,2013-01-10 19:18:00,1,Dean N,Won't let me enter billing address,390928219,
25717,Great app,US,2013-01-10 15:40:00,5,Xlehbawutz,Great app,390928219,
25718,Browsing and searching are very easy. Great app for when you are in the road.,US,2013-01-10 09:56:00,5,william smyth,I use it all the time,390928219,
25719,Love the app,US,2013-01-10 08:32:00,5,Dev purkayastha,Easy to use,390928219,
25720,No complaints,US,2013-01-10 04:50:00,5,MRS999,So far doing everything I'd want,390928219,
25721,Great working ap.,US,2013-01-10 00:15:00,5,Robert Prybyzerski,Works great.,390928219,
25722,This is a solid app that makes it easy to search\, find and view items. Very sensible design that is easy to use.,US,2013-01-09 22:44:00,5,Nate in Maine,A solid app,390928219,
25723,Great app for shopping B&H's huge inventory. I'd like to see an iPad app as well to make purchasing more stuff even easier.,US,2013-01-09 19:51:00,5,changsc1963,Great!,390928219,
25724,Love it!!!!,US,2013-01-09 06:11:00,5,Varski,Convenient,390928219,
25725,I love B&H! They make any electronics purchase easy & hassle free. This app is no exception. It makes it really easy to spend all of your money though! Haha!!,US,2013-01-09 05:59:00,5,DSLR Addicted!!,Great app to get you to part with your $$$,390928219,
25726,It took long enough. B&H is my fav place to order photo and electronic goods\, I'm glad they finally built an app as the website isn't easiest to navigate on the iPhone.,US,2013-01-09 01:59:00,5,BGMunchen,Finally!,390928219,
25727,I don't normally write reviews\, but I'm a fan of B&H\, and I'm now a fan of this app. Easily navigated\, and quick access to all the great reviews. 5 stars.,US,2013-01-09 01:14:00,5,Sensitivo ,Great app,390928219,
25728,The most helpful app I have. Easy to use and resourceful.,US,2013-01-08 20:31:00,5,andy kenney,Greatest app,390928219,
25729,Love this app\, great for quick research and easy to purchase,US,2013-01-08 17:05:00,5,Centners,Very handy,390928219,
25730,Does what it is supposed to do. Quick and easy.,US,2013-01-08 13:51:00,5,Gamer-12,Good B&H shopping app,390928219,
25731,Tons and tons of stuff to look for\, and simpler with this app rather than using safari.,US,2013-01-08 10:11:00,5,JohnJohnPR3,Simple and clean,390928219,
25732,Love having B&H in my pocket!,US,2013-01-08 06:03:00,5,pittmanjdp,SuperStore - SuperApp,390928219,
25733,I had not been to the mobile app in a while. The 1st generation was pretty ghetto but the latest version is comprehensive and easy to use. Well done B&H!,US,2013-01-08 05:36:00,5,Gilleyboy71,Excellent like their website!,390928219,
25734,Does not auto rotate on my ipad,US,2013-01-08 03:13:00,2,Kevin LeStourgeon,Clunky,390928219,
25735,This is an wonderful application by bhphoto to us who love technology  and addicted to it :) thanks. Useful\, fast and helpful.,US,2013-01-08 02:24:00,5,Alp in NYC,Harika,390928219,
25736,Solid app. Never had a single problem and super easy to find what I'm looking for. Shop with B&H often. Great company with the best prices.,US,2013-01-08 01:42:00,5,JM4022,Great App!,390928219,
25737,Superb\, beautifully thought out app. Longtime B&H fan\, now even more so.,US,2013-01-08 01:20:00,5,Noyadont,Great app!,390928219,
25738,Find everything I need quite easy never had any issues with it great app.,US,2013-01-07 22:39:00,5,Silent7789,Great app,390928219,
25739,That's all there is to sAy,US,2013-01-07 16:41:00,5,Kim caamano,Amazing!,390928219,
25740,It should at least work in BH store but there WiFi is secured and signal otherwise because of walls is too weak.,US,2013-01-07 15:10:00,4,Wadood Chaudhary,Good but filters need to be improved,390928219,
25741,App is so easy to use\, a caveman could do it.,US,2013-01-07 12:35:00,5,Iceman 25th,Excellent app,390928219,
25742,Convenient !,US,2013-01-07 12:13:00,5,Patrick Parker,I could only put it in one word,390928219,
25743,I have never had a problem with this App. I have ordered from it and tracked my orders. Great App,US,2013-01-07 04:02:00,5,Superdaddy73,Great App,390928219,
25744,Makes shopping faster!,US,2013-01-07 01:01:00,4,CAIFAGUAR,Great app,390928219,
25745,The B&H app lets me do every thing I can do on the website in a browser only faster. If you shop\, add wish lists\, check your account or order often\, get this app.,US,2013-01-06 16:08:00,5,onyonet photo studios,Just right,390928219,
25746,Good way to keep a track of all your previous orders\, and to see the latest inventory with b&h..,US,2013-01-06 14:54:00,5,Sunish_v_nair,Superb !,390928219,
25747,Does what it is suppose to do.,US,2013-01-06 14:50:00,4,Doomv4,Nice,390928219,
25748,Muy dinamico y esencial,US,2013-01-06 12:18:00,5,Gatuzz,Excelente aplicacion,390928219,
25749,Great app!,US,2013-01-06 07:49:00,5,Dragan909,Awesome!!!,390928219,
25750,Easy to use\, browse merchandise\, search and filter results.  Great item layouts\, product reviews\, item photos\, features\, and specs. Well thought out.,US,2013-01-06 05:17:00,5,Jmsibert,Great app,390928219,
25751,If you frequent B&H this app is a must have!,US,2013-01-06 04:58:00,5,Delakevd,Great App!!!,390928219,
25752,App easy and simple to use...Would be better if we could select font size...,US,2013-01-06 03:48:00,5,lfehlberg,Easy and simple,390928219,
25753,If you're a filmmaker or pro photographer this is a must have app. I haven't had any issues with it.,US,2013-01-06 03:14:00,5,Btroy18,A Must Have,390928219,
25754,I like it to check prices easily. Is a great store with great prices on cameras etc,US,2013-01-06 00:14:00,5,j3carlos,Gear app to check prices,390928219,
25755,Have had nothing but great experiences with this app and company.,US,2013-01-05 23:15:00,5,Crownroyalxr,Great app,390928219,
25756,I usually prefer direct web links for shopping\, but this is a great app to shop or browse. Nice job B&H!,US,2013-01-05 22:54:00,5,JMDinMD,Great shopping app,390928219,
25757,This is a fantastic app\, easy to use\, easy to navigate\, I like it\, you should to\, give it a try...,US,2013-01-05 21:53:00,5,Wile E. Coyote 007,My B+H App Review,390928219,
25758,One of the best commerce apps I have used. I would give it 5 stars but they need to improve the order tracking portion of this app to get 5 stars.,US,2013-01-05 16:40:00,4,Jedball,Great app,390928219,
25759,Excellent app. Love it\, easy to use\, ordering is simple and their search works great.,US,2013-01-05 05:56:00,5,Ggggppp,Easy,390928219,
25760,Awesome! Super handy,US,2013-01-05 03:36:00,5,TheDzSaysHoi,Dzer,390928219,
25761,Makes it easy to refine your search instead of endlessly turn page after page.,US,2013-01-05 01:39:00,4,favito142,Perfect,390928219,
25762,Longtime customer & B&H has earned my love time & time again. This excellent mobile app makes me love them even more. Well organized\, easy filtered searches & makes purchases simple.,US,2013-01-04 23:30:00,5,GlobeDrifters,Love B&H,390928219,
25763,Like the app overall but somehow it latched on to a 6 year old address not even visible on my web account.  Required two calls - one reroute and the other to fix the address issue.,US,2013-01-04 17:42:00,4,Susan Loftus,Works well but check the default address.,390928219,
25764,Allows you to easily look up products\, prices and reviews. Perfect\, this is what an app should be.,US,2013-01-04 17:15:00,5,Nasty Nate95,Great,390928219,
25765,Love it in my iPhone!  B&H is the greatest!,US,2013-01-04 15:10:00,5,Drofdk,Semi-pro photographer,390928219,
25766,Bought a Canon 7D w a Canon 50mm 1.4!!,US,2013-01-04 07:12:00,5,Aduble-easy,Great!,390928219,
25767,Love B&H for many years now & love this app even more. Now I can order my gear anywhere or anytime.,US,2013-01-04 04:23:00,5,jilsav,Love It!!,390928219,
25768,Great app.  Easy to navigate to whatever your looking for.  If your a B&H customer looking ease of access to your shopping\, this is the app for you.,US,2013-01-03 22:28:00,5,dakota91764,Love it.,390928219,
25769,Like it very much!!!!,US,2013-01-03 14:45:00,5,Olegny,Like it,390928219,
25770,Annoying to be pestered for a rating. Too bad I was in a buying mood...,US,2013-01-03 13:37:00,3,The Swamster,4-5 stars\, but pesters U for rating so I gave it a 3,390928219,
25771,All B&H needs to add the the Event Space Calendar!!,US,2013-01-03 12:07:00,5,Lsvany,Great Accurate App!!!,390928219,
25772,Very easy to navigate the app\, I also like that it has everything the website has.  Awesome app.,US,2013-01-03 05:59:00,5,StevenJHuffman,Great App,390928219,
25773,Solid app\, nice UI (user interface) easy to navigate,US,2013-01-03 04:26:00,5,navygryph26,Solid!,390928219,
25774,Love b and h but no direct search under the used dpt and some minor things that are easier on the full site.,US,2013-01-03 01:16:00,3,Cletus Derringer,Ui could have more,390928219,
25775,Great app\, easy to use!,US,2013-01-03 01:14:00,5,easjls,Great App,390928219,
25776,Great shopping experience! Almost prefer it to shopping on the web. Well done B&H!,US,2013-01-02 23:57:00,5,sheffwd,Incredible!,390928219,
25777,I wish I had known about this app and this store prior to purchasing our camera. This will be our go-to for anything photography in the future for sure.,US,2013-01-02 23:50:00,5,J. Holz,Get it now,390928219,
25778,I love this app! It's extremely user friendly and makes it so easy to order photo supplies\, check reviews\, and pricing at any time.,US,2013-01-02 20:51:00,5,trishgibson,B&H,390928219,
25779,I use this app to look at other review from other products before buying. Great app. Very easy to use.,US,2013-01-02 20:07:00,5,Tekie G,Amazing!,390928219,
25780,Great App. Easy to use.,US,2013-01-02 13:43:00,5,Person234z,Simple,390928219,
25781,I love this store for great deals !!!Check out!,US,2013-01-02 07:57:00,5,Jimmy Huerta,Great,390928219,
25782,I really like this app and find it extremely useful. The one thing I would like to see is greater categorization options under the filtering. For example when looking at send lenses being able to select canon eos mount only.,US,2013-01-02 05:39:00,5,Soundman6990,Great ap,390928219,
25783,Its just an awesome store. You'll find everything you need at a competitive price. B&H is a must for the electronic enthusiast.,US,2013-01-02 04:12:00,5,MIGUEL SOSA,B&H Store,390928219,
25784,The app is great for what I intend to use it for! I processed an order for some photography equipment with no issues and the app itself was easy to navigate.,US,2013-01-02 02:48:00,5,JMall37,Awesome!,390928219,
25785,B&H has the best prices and ships fast\, not to mention the staff is extremely knowledgeable.  This app makes it fast and easy to shop.,US,2013-01-01 23:56:00,5,Ebenci,B&H is the best - Period,390928219,
25786,Easy to find what you are looking for.,US,2013-01-01 22:57:00,5,Barry Sell,Easy to use.,390928219,
25787,Simple to use. Easy to narrow searches to find what you want. Toss the paper catalog out!,US,2013-01-01 22:23:00,5,Tarzan Ferrari,Easy and functional,390928219,
25788,This is a great app if you love photography. I have been a customer of B&H Photo for many years and their service is always first rate. Great store and great people!,US,2013-01-01 21:28:00,5,Michael Coleman,B&H Photo,390928219,
25789,I love B&H and their app.  However\, this new version of their app stinks. First\, it bugged the $@@& out of me to write this review. Second\, it has all kinds of used car salesman stuff on it now: 'Get reward points!' 'Buy no frills or spills insurance' etc.  The old version was better.,US,2013-01-01 20:22:00,3,Frustrated mom and toy,Old version was better.,390928219,
